-18.82	-5.41	-23.51
-19.69	-31.15	-10.37
-25.17	-26.96	-14.82
26.57	-34.1	-8.17
18.24	-26.69	-11.65
22.86	1.89	-23.63
17.86	-2.1	-17.18
26.72	-17.4	-19.86
-11.99	-26.76	69.68
-8.58	-25.95	58.32
-6.99	-33.03	59.38
-10.54	-37.79	69.43
-8.01	-39.83	57.19
5.92	-38.44	53.04
4.31	-32.85	68.45
3.3	-43.75	64.82
-46.96	-40.8	41.16
-36.12	-58.05	45.56
-48.57	-30.93	38.33
-39.77	-47.59	46.07
-42.91	-53.4	40.57
-43.92	-51.82	34.24
-47.45	-42.8	35.12
-30.01	-65.92	36.54
-9.13	-80.95	.78
-5.05	-83.41	-11.18
-3.12	-82.59	-3.69
-8.09	-69.02	10.3
-11.49	-57.94	6.48
-6.1	-92.11	-11.71
-8.48	-95.15	-6.12
-.37	-83.37	4.92
-12.3	-74.72	7.17
44.15	-44.35	43.58
40.65	-43.31	48.51
35.23	-56.12	46.24
42.26	-54.01	41.79
45.54	-53.27	36.54
-27.47	-58.16	57.04
-24.78	-66.27	48.72
-19.7	-62.43	53.67
-17.09	-73.44	43
-21.39	-72.84	37.92
-30.56	-51.07	56.35
-19.46	-53.43	61.4
-30.2	-63.78	45.7
25.01	-70.85	45.07
15.37	-74.5	42.98
20.09	-61.8	59.27
37.14	-50.6	53.79
12.32	-63.22	59.78
15.4	-72.09	49.99
17.43	-53.97	61.36
29.77	-58	55.13
26.23	-65.67	52.41
-20.95	-44.66	66.8
-53.46	-6.72	19.02
-42.58	-36.43	46.64
-40.6	-32.97	52.16
-47.79	-23.09	41.31
-43.97	-17.64	43.84
-41.05	-26.43	48.22
-48.29	-13.76	35.4
-57.46	-19.46	19.96
-35.45	-42.23	52.72
-54.37	-12.07	27.27
-53.38	-20.96	30.45
-21.45	-38.83	61.65
-53.21	-15.23	20.23
-29.53	-36.5	58.94
-26.49	-44.89	57.45
17.84	-46.56	65.31
50.67	-21.6	38.05
58.94	-14.44	21.91
49.41	-18.95	33.08
25.93	-39.02	60.98
40.73	-32	50.19
10.99	-50.86	64.47
20.08	-39.49	57.51
10.57	-42.14	66.71
25.34	-48.65	57.38
57.38	-7.05	23.97
47.67	-12.68	34.14
46.26	-25.87	46.2
32.2	-41.23	56.97
34.91	-37.39	51.21
-47	-3.96	39.31
-41.14	.45	41.82
-49.3	-6.33	31.67
-45.98	2.25	32.82
-33.49	-9.13	51.36
-21.37	-21.35	66.33
-40.09	-12.67	45.65
-34.54	-25.07	54.74
-50.39	-1.07	24
-35.82	-18.96	51.87
-39.75	-5.67	46.84
-30.94	-30.51	58.27
-24.5	-27.86	64
-29.91	-15.92	56.88
53.81	.16	25.03
32.38	-17.56	55.3
20.46	-26.17	71.82
45.89	-12.53	40.85
32.22	-28.81	55.93
44.86	1.38	41.46
22.54	-31.62	62.34
43.71	-5.87	44.51
35.48	-17.44	52.73
40.44	-18.19	46.59
47.35	-.67	33.48
15.44	-33.07	67.45
26.11	-23.22	61.94
14.27	-26.97	66.16
-6.01	-54.13	52.83
-11.83	-58.75	61.74
-7.06	-58.23	26.96
-7.95	-63.14	23.26
-7.21	-54.65	58.08
-11.22	-71.54	45.82
-11.21	-50.36	9.52
-5.25	-69.48	34.91
-8.42	-75.58	36.84
-5.82	-63.77	43.47
-8.06	-48.9	48.14
-11.45	-64.98	53.88
-11.67	-50.19	65.5
-8.35	-52.08	36.22
3.48	-52.02	52.55
5.36	-60.39	59.82
5.93	-52.51	61.11
8.34	-69.39	31.46
11.92	-60.96	20.65
5.18	-65.84	52.22
6.89	-61.91	35.36
7.76	-55.71	23.93
5.38	-72.28	40.64
4.88	-55.91	40.02
6.9	-48.39	41.19
7.75	-72.6	46.84
11.19	-47.58	9.99
-23.37	2.1	11.32
-25.3	.63	-.13
-18.51	10.55	2.21
-26.83	-11.91	6.25
13.42	-55.87	9.77
15.18	-91.73	-4.83
9.01	-82	5.92
11.12	-70.13	8.12
13.86	-76.3	.82
16.74	-61.51	7.57
27.74	-11.44	4.66
27.3	.29	9.56
20.37	11.84	1.96
22.6	2.88	6.99
-4.76	45.62	-7.64
-5.09	37.01	-11.91
-7.01	20.53	-11.2
8.21	22.69	-12.47
6.08	29.4	-9.26
5.5	47.26	-8.04
-43.33	-15.84	13.31
-46.03	-17.54	14.89
-46.12	-2.05	15.13
-44.87	-2.85	10.5
47.98	-13.99	18.79
52	-16.02	16.14
44.91	-9.39	14.6
44.01	-7.96	18.53
46.61	1.45	10.1
-6.96	-8.02	49.34
-4.06	4.61	54.44
-8.24	3.99	64.55
-6.95	12.34	61.21
-5.76	9.98	48.23
-9.27	-14.69	66.98
-6.76	-20.81	52.72
-5.24	-9.21	59.85
-9.55	-5.58	66.33
5.17	-21.34	66.48
5.77	6.93	50.07
10.03	5.76	63.36
5.27	3.85	62.39
3.87	1.76	57.93
3.9	-17.59	57.57
5.77	-8.64	50.49
6.89	-9.01	66.91
6.29	-26.56	51.25
-51.59	-47.23	26.82
-55.39	-27.84	20.76
-53.06	-43.93	22.2
-53.01	-28.36	31.56
-53.93	-36.04	29.44
53.64	-40.58	25.57
55.71	-26.89	23.31
55.26	-23.42	29.07
48.78	-31.52	37.1
50.94	-46.47	28.99
50.27	-42.96	37.5
52.4	-34.8	29.21
46.26	-36.1	40.62
-42.49	2.15	-30.76
-51.31	-56.1	-11.21
-53.35	-46.33	-14.51
-54.52	-38.1	-16.77
-36.33	-5.34	-30.66
-40.62	-23.8	-20.14
-44.28	-13.17	-24.97
-50.7	-8.47	-24.63
-53.69	-31.98	-20.25
-48.07	-50.05	-18.69
-39.81	6.36	-28.87
-42.81	-35.58	-19.65
-52.67	-20.41	-20.54
-13.76	13.46	14.53
-7.78	12.12	1.22
-15.18	-7.56	21.53
-11.47	7.04	11.54
54.3	-18.19	-19.87
44.52	-15.22	-22.92
47.72	-1.37	-28.18
45.96	-60.37	-12.89
34.41	6.08	-32.29
57.82	-26.89	-16.31
45.81	5.48	-31.35
49.57	-55.3	-7.56
46.87	-40.57	-20.56
55.03	-40.73	-11.62
49.97	-46.8	-14.32
53.08	-7.47	-23.92
51.56	-34.63	-18.87
38.9	-2.9	-31.53
-57.34	-25.71	-8.36
-57.41	-40.67	-1.35
-45.05	-56.61	14.35
-51.45	-5.21	-11.12
-49.67	-2.02	-20.79
-55.65	-17.38	-8.42
-54.46	-43.44	5.12
-54.18	-44.45	-7.32
-45.82	-63.19	1.54
-56.14	-16.87	-1.64
-58.65	-29.55	2.89
-50.86	-50.58	12.66
-58.2	-32.83	-2.93
-47.51	-57.84	8.06
-51.43	-55.08	-2.66
-57.13	-35.17	-10.95
-55.71	-14.66	-15.14
-42.54	-65.26	12.7
-48.48	2.28	-18.33
-50.27	-53.04	3.97
56.85	-34.29	-1.07
53.75	-38.93	5.35
52.45	.64	-14.01
46.01	-60.05	15.84
49.54	-50.51	13.04
58.39	-23.96	-4.5
42.72	-66.9	13.59
51.1	-52.79	1.44
56.63	-13.81	-7.76
50.84	-46.07	5.65
55.49	-37.67	-6.67
57.37	-13.76	-13.64
48.57	-57.76	8.55
46.94	-60.36	.66
53.64	-44.95	-2.82
57.18	-27.16	-7.49
51.87	-3.09	-17.81
42.65	-67.43	3.13
-45.11	12.95	-23.48
-34.99	17.41	-27.03
-23.97	11.44	-29.96
47.43	12.58	-21.75
41.52	14.52	-27.31
26.13	12.94	-29.13
52.87	8.87	-13.79
34.79	17.49	-26.78
-31.84	17.76	-19.57
-48.65	7.03	-7.3
-44.95	11.89	-9.02
-23.83	11.53	-21.25
-40.26	18.49	-15.18
40.06	17.58	-14.81
30.14	14.45	-19.38
50.57	10.85	-9.14
48.3	11.92	-4.4
53.46	3.81	.32
-49.41	-23.3	10.29
-50.29	-4.27	-.86
-52.95	-27.91	8.08
-51.13	-44.22	13.89
-50.22	-18.84	4.52
-52.37	-37.37	17
-47.19	-1.96	-5.97
-49.38	-11.61	1.59
-52.96	-34.21	11.65
53.43	-8.02	5.62
49.75	-47.46	16.95
54.11	-36.48	13.71
54.2	-33.27	9.01
51.59	-28.46	13.76
52.7	-5.41	-0.03
52.62	-38.88	18.69
52.34	-21.48	11.36
51.15	-18.42	5.37
53.46	-16.47	.34
51.44	-6.18	-4.93
52.15	-25.95	3.76
-15.43	-26.28	9.17
-7.82	-23.37	5.95
-14.75	-16.96	9.46
-7.84	-12.47	8
14.11	-6.6	21.77
14.49	9.17	16.64
13.07	17.41	5.55
7.55	9.23	6.51
9.08	-21.69	13.15
7.14	-13.27	6.51
14.76	-17.39	8.92
11.49	-27.4	5.89
-4.21	34.56	16.64
-4.96	28.51	28.16
-3.99	22.13	24.13
-5.87	10.11	30.12
-6.68	31.04	2.52
-5.15	41.34	10.87

